#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
589390	23411	51142	116983	119326	RP11-57G10.3	AAG10	SIRT1	CHCHD2	SIR2L1	C7orf17	Affinity Capture-MS	physical	Law IK (2009)	PUBMED:19343720	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96EB6	B0QZ35|E9PC49|A8K128|A0A024QZQ1	NP_036370|NP_001300978|NP_001135970	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2384970	4961446	51142	1776949	119326	HHV8GK18_gp79	AAG10	HHV8GK18_gp79	CHCHD2	-	C7orf17	Affinity Capture-MS	physical	Davis ZH (2015)	PUBMED:25544563	37296	9606	High Throughput	-	-	-	-	BIOGRID	Q77Q38	D0UZT8	YP_001129428	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Human Herpesvirus 8	Homo sapiens
2461312	25793	51142	117326	119326	LL22NC03-28H9.2	AAG10	FBXO7	CHCHD2	FBX|FBX07|FBX7|PARK15|PKPS	C7orf17	Biochemical Activity	physical	Teixeira FR (2016)	PUBMED:27503909	9606	9606	High Throughput	-	Ubiquitination	substrates identified by screening using the Invitrogen Protoarray v5.0	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2470739	79084	51142	122532	119326	HKMT1069	AAG10	WDR77	CHCHD2	MEP-50|MEP50|Nbla10071|p44|p44/Mep50	C7orf17	Affinity Capture-MS	physical	Rengasamy M (2017)	PUBMED:28977470	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9BQA1	A0A024R0H7	NP_077007|NP_001303991|NP_001303992|NP_001303993	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2512928	5590	51142	111576	119326	RP11-181G12.1	AAG10	PRKCZ	CHCHD2	PKC-ZETA|PKC2	C7orf17	Affinity Capture-MS	physical	Hou C (2018)	PUBMED:29491746	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q05513	-	NP_001028754|NP_002735|NP_001229803|NP_001028753	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2521862	10614	51142	115860	119326	-	AAG10	HEXIM1	CHCHD2	CLP1|EDG1|HIS1|MAQ1	C7orf17	Affinity Capture-MS	physical	Faust TB (2018)	PUBMED:29845934	9606	9606	High Throughput	-	-	-	-	BIOGRID	O94992	-	NP_006451	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2522600	56257	51142	121122	119326	-	AAG10	MEPCE	CHCHD2	BCDIN3	C7orf17	Affinity Capture-MS	physical	Faust TB (2018)	PUBMED:29845934	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q7L2J0	-	NP_062552|NP_001181921|NP_001181920|NP_001181919	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2523603	51574	51142	119619	119326	HDCMA18P	AAG10	LARP7	CHCHD2	ALAZS|PIP7S	C7orf17	Affinity Capture-MS	physical	Faust TB (2018)	PUBMED:29845934	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q4G0J3	-	NP_057732|NP_001357906|NP_001357910|NP_056269|NP_001357911|NP_001357907|NP_001357904|NP_001253968|NP_001357903|NP_001357905|NP_001357908|NP_001357909	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2553610	821	51142	107271	119326	-	AAG10	CANX	CHCHD2	CNX|IP90|P90	C7orf17	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	P27824	-	NP_001737|NP_001350928|NP_001350925|NP_001350924|NP_001350927|NP_001350926|NP_001350923|NP_001350922|NP_001019820|NP_001350929|NP_001350930	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2557118	4000	51142	110186	119326	RP11-54H19.1	AAG10	LMNA	CHCHD2	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1	C7orf17	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	P02545	Q5TCI8	NP_001244303|NP_005563|NP_733821|NP_733822|NP_001269553|NP_001269555|NP_001269554	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2616422	55572	51142	120725	119326	FP634	AAG10	FOXRED1	CHCHD2	H17	C7orf17	Affinity Capture-MS	physical	Formosa LE (2015)	PUBMED:25678554	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96CU9	B4DXM1	NP_060017	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2637025	51296	51142	119447	119326	-	AAG10	SLC15A3	CHCHD2	OCTP|PHT2|PTR3	C7orf17	Affinity Capture-MS	physical	Hubel P (2019)	PUBMED:30833792	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8IY34	-	NP_057666	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2693733	26073	51142	117531	119326	HSPC017	AAG10	POLDIP2	CHCHD2	PDIP38|POLD4|p38	C7orf17	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y2S7	B4DEM9	NP_056399|NP_001277074	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2698288	84217	51142	123951	119326	-	AAG10	ZMYND12	CHCHD2	-	C7orf17	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9H0C1	B4DX70	NP_001139664|NP_115633	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2708439	11339	51142	116467	119326	-	AAG10	OIP5	CHCHD2	5730547N13Rik|CT86|LINT-25|MIS18B|MIS18beta|hMIS18beta	C7orf17	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	O43482	A0A024R9N0	NP_009211	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2710361	80714	51142	123272	119326	-	AAG10	PBX4	CHCHD2	-	C7orf17	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9BYU1	-	NP_079521	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711025	51142	1411	119326	107801	AAG10	-	CHCHD2	CRYBA1	C7orf17	CRYB1|CTRCT10	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	P05813	-	NP_005199	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711026	51142	57409	119326	121511	AAG10	-	CHCHD2	MIF4GD	C7orf17	AD023|MIFD|SLIP1	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	A9UHW6	-	NP_065730|NP_001352684|NP_001352682|NP_001352683|NP_001352680|NP_001350735|NP_001229429|NP_001229430|NP_001352681|NP_001229427|NP_001357521	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711027	51142	7186	119326	113038	AAG10	-	CHCHD2	TRAF2	C7orf17	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q12933	A0A024R8H5	NP_066961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711028	51142	255488	119326	129106	AAG10	-	CHCHD2	RNF144B	C7orf17	IBRDC2|PIR2|bA528A10.3|p53RFP	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q7Z419	-	NP_877434	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711029	51142	287015	119326	130425	AAG10	-	CHCHD2	TRIM42	C7orf17	PPP1R40	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q8IWZ5	-	NP_689829	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711030	51142	7248	119326	113099	AAG10	-	CHCHD2	TSC1	C7orf17	LAM|TSC	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q92574	Q86WV8|X5D9D2|Q32NF0	NP_001155898|NP_001155899|NP_001349106|NP_000359	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711031	51142	159195	119326	127739	AAG10	RP11-137L10.4	CHCHD2	USP54	C7orf17	C10orf29|bA137L10.3|bA137L10.4	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q70EL1	-	NP_689799|NP_001307366|NP_001307370	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711032	51142	2801	119326	109063	AAG10	RP11-395P17.5	CHCHD2	GOLGA2	C7orf17	GM130	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q08379	-	NP_001353173|NP_004477|NP_001353175	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711033	51142	79666	119326	122791	AAG10	-	CHCHD2	PLEKHF2	C7orf17	EAPF|PHAFIN2|ZFYVE18	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q9H8W4	-	NP_078889	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711034	51142	1485	119326	107867	AAG10	-	CHCHD2	CTAG1B	C7orf17	CT6.1|CTAG|CTAG1|ESO1|LAGE-2|LAGE2B|NY-ESO-1	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	P78358	-	NP_001318	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711035	51142	152	119326	106661	AAG10	-	CHCHD2	ADRA2C	C7orf17	ADRA2L2|ADRA2RL2|ADRARL2|ALPHA2CAR	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	P18825	Q4W594	NP_000674	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711036	51142	5034	119326	111073	AAG10	-	CHCHD2	P4HB	C7orf17	DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	P07237	A0A024R8S5	NP_000909	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711037	51142	375791	119326	132001	AAG10	RP13-122B23.5	CHCHD2	CYSRT1	C7orf17	C9orf169	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	A8MQ03	B8A4K4	NP_945352	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2711038	51142	246100	119326	128863	AAG10	-	CHCHD2	CTAG1A	C7orf17	ESO1|LAGE2A	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	P78358	-	NP_640343	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2758419	1489480	51142	3509187	119326	HpV9gp1	AAG10	E6	CHCHD2	-	C7orf17	Two-hybrid	physical	Neveu G (2012)	PUBMED:22898364	10621	9606	High Throughput	-	-	-	-	BIOGRID	P36801	-	NP_041861|NP_041860	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Human papillomavirus (9)	Homo sapiens
2782425	23065	51142	116700	119326	PSEC0263	AAG10	EMC1	CHCHD2	KIAA0090	C7orf17	Affinity Capture-MS	physical	Savidis G (2016)	PUBMED:27342126	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8N766	-	NP_001258357|NP_001258356|NP_001258358|NP_055862	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2782599	9694	51142	115046	119326	-	AAG10	EMC2	CHCHD2	KIAA0103|TTC35	C7orf17	Affinity Capture-MS	physical	Savidis G (2016)	PUBMED:27342126	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15006	-	NP_001316422|NP_001316423|NP_001316424|NP_055488	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2782830	93380	51142	125021	119326	RP11-274K13.3	AAG10	MMGT1	CHCHD2	EMC5|TMEM32	C7orf17	Affinity Capture-MS	physical	Savidis G (2016)	PUBMED:27342126	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8N4V1	-	NP_001316929|NP_775741	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2844008	109934	51142	225161	119326	RP23-48B14.2	AAG10	Abr	CHCHD2	-	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	10090	9606	High Throughput	5.905649964	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the gold list	-	BIOGRID	Q5SSL4	E9PUE7	NP_942597|NP_942598|NP_001278115|NP_001333599|NP_932135	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Mus musculus	Homo sapiens
2844285	158763	51142	127703	119326	RP13-102H20.1	AAG10	ARHGAP36	CHCHD2	-	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	5.905649964	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the gold list	-	BIOGRID	Q6ZRI8	-	NP_001269536|NP_659404|NP_001317580	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2844532	55701	51142	120826	119326	-	AAG10	ARHGEF40	CHCHD2	SOLO	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	5.005986204	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the gold list	-	BIOGRID	Q8TER5	-	NP_001265458|NP_001265459|NP_060541	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2845467	454752	51142	727275	119326	-	AAG10	ARHGAP27	CHCHD2	-	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9598	9606	High Throughput	1.407331166	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	-	H2QD90		Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Pan troglodytes	Homo sapiens
2845515	57514	51142	121578	119326	-	AAG10	ARHGAP31	CHCHD2	AOS1|CDGAP	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	1.407331166	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	Q2M1Z3	-	NP_065805	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2845599	80728	51142	123278	119326	-	AAG10	ARHGAP39	CHCHD2	CrGAP|Vilse	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	1.407331166	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	Q9C0H5	B3KS00	NP_001295136|NP_001295137|NP_079527	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2845699	9138	51142	114585	119326	-	AAG10	ARHGEF1	CHCHD2	GEF1|LBCL2|LSC|P115-RHOGEF|SUB1.5	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	1.407331166	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	Q92888	A0A024R0R1	NP_945353|NP_945328|NP_004697	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2845785	27237	51142	118085	119326	RP11-168F9.1	AAG10	ARHGEF16	CHCHD2	GEF16|NBR	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	1.407331166	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	Q5VV41	B3KTS4|B4DJM7	NP_055263	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2846105	23101	51142	116728	119326	-	AAG10	MCF2L2	CHCHD2	ARHGEF22	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	2.306994926	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	Q86YR7	-	NP_055893	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2846177	4952	51142	111006	119326	RP3-454M7.1	AAG10	OCRL	CHCHD2	INPP5F|LOCR|NPHL2|OCRL-1|OCRL1	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	2.306994926	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	Q01968	-	NP_001305713|NP_000267|NP_001578	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2846231	26030	51142	117496	119326	-	AAG10	PLEKHG3	CHCHD2	ARHGEF43|KIAA0599	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	3.206658685	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	A1L390	-	NP_001295076|NP_056364	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2846374	7074	51142	112930	119326	-	AAG10	TIAM1	CHCHD2	-	C7orf17	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	2.306994926	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	Q13009	-	NP_003244	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2848081	708	51142	107169	119326	-	AAG10	C1QBP	CHCHD2	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	C7orf17	Proximity Label-MS	physical	Antonicka H (2020)	PUBMED:32877691	9606	9606	High Throughput	1.0	-	interaction assayed using BioID|interactions were considered high confidence if they had a Bayesian False Discovery Rate of 1% or less|the Saint Score for the interaction (or the maximum of any bait-prey combinations that had multiple scores) is shown	-	BIOGRID	Q07021	-	NP_001203	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2890884	51142	51142	119326	119326	AAG10	AAG10	CHCHD2	CHCHD2	C7orf17	C7orf17	Reconstituted Complex	physical	Huang X (2018)	PUBMED:30084972	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2890885	51142	400916	119326	134810	AAG10	-	CHCHD2	CHCHD10	C7orf17	C22orf16|FTDALS2|N27C7-4	Reconstituted Complex	physical	Huang X (2018)	PUBMED:30084972	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q8WYQ3	B5MBW9	NP_001288268|NP_998885	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2890886	51142	400916	119326	134810	AAG10	-	CHCHD2	CHCHD10	C7orf17	C22orf16|FTDALS2|N27C7-4	Affinity Capture-Western	physical	Huang X (2018)	PUBMED:30084972	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y6H1	-	NP_001307256|NP_057223	Q8WYQ3	B5MBW9	NP_001288268|NP_998885	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2934080	3783709	51142	971751	119326	-	AAG10	BKRF1	CHCHD2	-	C7orf17	Affinity Capture-MS	physical	Wang Y (2020)	PUBMED:32176739	10376	9606	High Throughput	-	-	-	-	BIOGRID	P03211	-	YP_401677	Q9Y6H1	-	NP_001307256|NP_057223	-	-	-	-	-	-	Human Herpesvirus 4	Homo sapiens
